1, 50, 50
2, 50, 45
3, 52, 41
4, 59, 37
5, 65, 34
6, 73, 31
7, 83, 28
8, 89, 27
9, 98, 25
10, 105, 23
11, 113, 21
12, 127, 19
13, 141, 18
14, 151, 17
15, 167, 17
16, 185, 16
17, 206, 15
18, 223, 14
19, 251, 13
20, 270, 12
21, 293, 11
22, 323, 10
23, 366, 9
24, 402, 9
25, 440, 9
26, 479, 9
27, 516, 10
28, 565, 9
29, 616, 9
30, 674, 9
31, 745, 10
32, 818, 9
33, 893, 10
34, 977, 9
35, 1061, 9
36, 1161, 9
37, 1271, 11
38, 1395, 11
39, 1530, 10
40, 1671, 9
41, 1805, 10
42, 1963, 11
43, 2124, 12
44, 2295, 15
45, 2502, 20
46, 2723, 24
47, 2943, 29
48, 3158, 39
49, 3394, 48
50, 3641, 55
51, 3900, 69
52, 4152, 84
53, 4421, 95
54, 4703, 110
55, 5001, 128
56, 5290, 148
57, 5592, 175
58, 5853, 199
59, 6131, 217
60, 6371, 246
61, 6663, 260
62, 6931, 284
63, 7177, 312
64, 7412, 340
65, 7589, 353
66, 7760, 378
67, 7948, 396
68, 8117, 405
69, 8272, 410
70, 8413, 426
71, 8517, 450
72, 8585, 473
73, 8639, 484
74, 8705, 508
75, 8707, 538
76, 8712, 568
77, 8683, 596
78, 8664, 615
79, 8630, 639
80, 8575, 676
81, 8510, 705
82, 8415, 748
83, 8341, 776
84, 8257, 805
85, 8176, 823
86, 8089, 845
87, 8008, 864
88, 7918, 883
89, 7841, 890
90, 7759, 902
91, 7670, 915
92, 7573, 942
93, 7471, 967
94, 7365, 998
95, 7261, 1020
96, 7177, 1028
97, 7069, 1053
98, 6961, 1079
99, 6852, 1094
100, 6746, 1121
101, 6636, 1145
102, 6517, 1165
103, 6404, 1184
104, 6296, 1198
105, 6181, 1213
106, 6060, 1241
107, 5926, 1277
108, 5802, 1301
109, 5671, 1319
110, 5543, 1340
111, 5416, 1356
112, 5281, 1382
113, 5145, 1402
114, 5020, 1420
115, 4879, 1442
116, 4750, 1454
117, 4612, 1479
118, 4463, 1507
119, 4321, 1527
120, 4179, 1554
121, 4022, 1580
122, 3858, 1607
123, 3707, 1628
124, 3562, 1641
125, 3411, 1657
126, 3250, 1676
127, 3115, 1679
128, 2974, 1682
129, 2820, 1692
130, 2682, 1695
131, 2530, 1694
132, 2398, 1676
133, 2266, 1655
134, 2162, 1621
135, 2050, 1587
136, 1952, 1545
137, 1857, 1506
138, 1764, 1471
139, 1653, 1448
140, 1557, 1417
141, 1487, 1368
142, 1400, 1328
143, 1329, 1287
144, 1254, 1251
145, 1186, 1213
146, 1098, 1193
147, 1040, 1150
148, 976, 1115
149, 937, 1065
150, 871, 1046
151, 819, 1011
152, 776, 973
153, 727, 948
154, 674, 926
155, 636, 897
156, 614, 857
157, 591, 814
158, 562, 781
159, 536, 756
160, 521, 726
161, 495, 702
162, 484, 659
163, 476, 628
164, 465, 607
165, 464, 577
166, 465, 552
167, 470, 521
168, 478, 496
169, 475, 469
170, 486, 440
171, 497, 413
172, 515, 389
173, 549, 356
174, 571, 328
175, 615, 302
176, 648, 273
177, 678, 249
178, 722, 226
179, 770, 204
180, 811, 185
181, 860, 167
182, 906, 151
183, 948, 137
184, 1000, 125
185, 1071, 113
186, 1124, 102
187, 1207, 93
188, 1268, 86
189, 1346, 78
190, 1426, 71
191, 1495, 64
192, 1567, 59
193, 1634, 56
194, 1694, 53
195, 1777, 50
196, 1842, 50
197, 1938, 47
198, 2031, 49
199, 2110, 55
200, 2193, 59
201, 2273, 68
202, 2353, 76
203, 2455, 83
204, 2546, 90
205, 2630, 101
206, 2730, 111
207, 2808, 120
208, 2917, 130
209, 3012, 141
210, 3133, 154
211, 3228, 172
212, 3329, 195
213, 3416, 212
214, 3524, 227
215, 3606, 263
216, 3713, 285
217, 3836, 299
218, 3932, 323
219, 4045, 337
220, 4145, 360
221, 4240, 391
222, 4353, 415
