1, 2, 50
2, 2, 45
3, 2, 41
4, 2, 37
5, 2, 34
6, 3, 31
7, 3, 28
8, 3, 26
9, 4, 24
10, 4, 22
11, 5, 20
12, 5, 18
13, 5, 17
14, 5, 16
15, 6, 15
16, 7, 14
17, 9, 13
18, 10, 12
19, 10, 11
20, 11, 10
21, 12, 9
22, 13, 9
23, 15, 9
24, 17, 9
25, 19, 9
26, 20, 9
27, 21, 10
28, 22, 9
29, 22, 10
30, 22, 9
31, 26, 9
32, 28, 9
33, 33, 9
34, 35, 9
35, 38, 9
36, 41, 9
37, 43, 10
38, 47, 9
39, 50, 10
40, 54, 9
41, 64, 10
42, 69, 10
43, 80, 9
44, 88, 10
45, 100, 10
46, 105, 10
47, 115, 12
48, 127, 12
49, 134, 16
50, 138, 19
51, 145, 21
52, 157, 22
53, 173, 23
54, 183, 25
55, 197, 27
56, 207, 27
57, 218, 31
58, 227, 34
59, 253, 34
60, 272, 36
61, 296, 36
62, 314, 42
63, 343, 43
64, 377, 47
65, 392, 51
66, 432, 52
67, 460, 56
68, 482, 56
69, 516, 55
70, 556, 58
71, 590, 58
72, 621, 59
73, 657, 64
74, 702, 66
75, 737, 72
76, 777, 73
77, 812, 76
78, 854, 77
79, 912, 80
80, 966, 79
81, 1023, 77
82, 1084, 76
83, 1132, 79
84, 1185, 81
85, 1249, 82
86, 1304, 82
87, 1380, 81
88, 1429, 82
89, 1499, 86
90, 1553, 85
91, 1646, 86
92, 1734, 85
93, 1810, 89
94, 1879, 90
95, 1972, 88
96, 2045, 94
97, 2138, 97
98, 2226, 101
99, 2319, 106
100, 2400, 112
101, 2480, 120
102, 2574, 135
103, 2660, 141
104, 2746, 148
105, 2838, 150
106, 2951, 149
107, 3049, 151
108, 3154, 157
109, 3260, 163
110, 3349, 180
111, 3447, 180
112, 3530, 194
113, 3613, 209
114, 3707, 222
115, 3803, 232
116, 3908, 248
117, 3995, 270
118, 4077, 293
119, 4164, 315
120, 4229, 338
121, 4300, 351
122, 4407, 368
123, 4498, 376
124, 4588, 390
125, 4678, 397
126, 4780, 401
127, 4834, 412
128, 4906, 431
129, 4975, 448
130, 5050, 467
131, 5120, 485
132, 5176, 503
133, 5240, 514
134, 5305, 538
135, 5377, 558
136, 5441, 582
137, 5493, 599
138, 5549, 624
139, 5598, 652
140, 5622, 681
141, 5653, 707
142, 5666, 743
143, 5689, 762
144, 5707, 786
145, 5717, 803
146, 5710, 839
147, 5681, 862
148, 5706, 864
149, 5709, 872
150, 5703, 894
151, 5683, 919
152, 5653, 947
153, 5618, 971
154, 5601, 1002
155, 5555, 1025
156, 5524, 1048
157, 5478, 1074
158, 5422, 1102
159, 5382, 1117
160, 5321, 1140
161, 5263, 1162
162, 5214, 1184
163, 5151, 1204
164, 5092, 1215
165, 4998, 1260
166, 4906, 1295
167, 4837, 1308
168, 4759, 1334
169, 4666, 1362
170, 4562, 1400
171, 4469, 1435
172, 4352, 1481
173, 4234, 1515
174, 4126, 1530
175, 4021, 1555
176, 3896, 1585
177, 3763, 1615
178, 3633, 1648
179, 3486, 1697
180, 3331, 1731
181, 3204, 1749
182, 3070, 1771
183, 2928, 1806
184, 2790, 1844
185, 2656, 1863
186, 2511, 1884
187, 2376, 1891
188, 2247, 1901
189, 2123, 1890
190, 2001, 1871
191, 1880, 1852
192, 1775, 1822
193, 1666, 1795
194, 1537, 1777
195, 1428, 1750
196, 1339, 1709
197, 1256, 1667
198, 1152, 1641
199, 1063, 1597
200, 956, 1570
201, 883, 1521
202, 809, 1474
203, 719, 1440
204, 632, 1401
205, 569, 1349
206, 529, 1277
207, 482, 1217
208, 435, 1159
209, 400, 1100
210, 364, 1043
211, 344, 979
212, 315, 922
213, 302, 867
214, 281, 821
215, 267, 771
216, 254, 727
217, 233, 687
218, 224, 645
219, 223, 603
220, 211, 574
221, 213, 539
222, 228, 493
223, 238, 453
224, 257, 419
225, 270, 389
226, 289, 360
227, 306, 336
228, 324, 316
229, 341, 294
230, 378, 274
231, 401, 258
232, 419, 243
233, 443, 237
234, 470, 228
235, 495, 221
236, 531, 214
237, 570, 210
238, 596, 210
239, 634, 205
240, 673, 203
241, 717, 204
242, 766, 205
243, 804, 209
244, 852, 220
245, 903, 228
246, 939, 246
247, 984, 259
248, 1055, 274
249, 1115, 293
250, 1141, 321
251, 1190, 342
252, 1229, 356
253, 1282, 377
254, 1313, 412
255, 1353, 441
256, 1356, 480
257, 1374, 516
258, 1399, 540
259, 1428, 566
260, 1431, 610
261, 1436, 658
262, 1430, 706
263, 1424, 747
264, 1416, 796
265, 1404, 842
266, 1389, 872
267, 1391, 894
268, 1372, 926
269, 1348, 954
270, 1329, 985
271, 1310, 1004
272, 1313, 1013
273, 1309, 1020
274, 1255, 1045
275, 1256, 1045
276, 1244, 1063
277, 1229, 1078
278, 1223, 1078
279, 1188, 1091
280, 1162, 1106
281, 1112, 1135
282, 1094, 1132
283, 1052, 1142
284, 1024, 1142
285, 995, 1126
286, 950, 1125
287, 921, 1101
288, 905, 1082
289, 912, 1047
290, 907, 1029
291, 905, 1002
292, 901, 984
293, 898, 956
294, 904, 930
295, 895, 908
296, 890, 891
297, 873, 884
298, 854, 872
299, 849, 863
300, 854, 848
301, 860, 842
302, 881, 815
303, 889, 805
304, 912, 790
305, 942, 778
306, 958, 764
307, 963, 770
308, 968, 765
309, 972, 756
310, 983, 759
311, 986, 758
312, 1005, 753
313, 1016, 751
314, 1049, 738
315, 1043, 741
316, 1050, 744
317, 1052, 762
318, 1087, 748
319, 1082, 758
320, 1099, 757
321, 1098, 767
322, 1108, 770
323, 1114, 777
324, 1124, 786
325, 1118, 816
326, 1134, 827
327, 1131, 849
328, 1118, 870
329, 1099, 893
330, 1114, 907
331, 1112, 916
332, 1103, 928
333, 1099, 933
334, 1114, 928
335, 1125, 926
336, 1110, 937
337, 1112, 935
338, 1144, 918
339, 1165, 911
340, 1186, 890
341, 1227, 870
342, 1275, 853
343, 1278, 848
344, 1327, 842
345, 1352, 834
346, 1389, 831
347, 1435, 822
348, 1470, 827
349, 1527, 821
350, 1570, 821
351, 1616, 829
352, 1679, 841
353, 1725, 839
354, 1797, 841
355, 1836, 848
356, 1867, 878
357, 1936, 880
358, 1973, 890
359, 2015, 911
360, 2022, 954
361, 2011, 999
362, 2007, 1036
363, 2023, 1070
364, 2011, 1093
365, 2009, 1125
366, 2016, 1146
367, 1990, 1176
368, 1975, 1205
369, 1972, 1232
370, 1945, 1265
371, 1920, 1290
372, 1888, 1320
373, 1870, 1343
374, 1860, 1365
375, 1841, 1380
376, 1844, 1369
377, 1827, 1376
378, 1800, 1383
379, 1774, 1391
380, 1734, 1405
381, 1697, 1403
382, 1656, 1410
383, 1601, 1414
384, 1562, 1421
385, 1492, 1429
386, 1434, 1428
387, 1390, 1431
388, 1319, 1454
389, 1214, 1479
390, 1129, 1497
391, 1076, 1481
392, 1010, 1470
393, 939, 1461
394, 880, 1444
395, 812, 1432
396, 767, 1389
397, 741, 1344
398, 710, 1299
399, 689, 1246
400, 685, 1196
401, 676, 1143
402, 670, 1091
403, 664, 1043
404, 680, 982
405, 690, 932
406, 695, 887
407, 718, 849
408, 721, 820
409, 739, 785
410, 763, 749
411, 800, 718
412, 808, 702
413, 817, 687
414, 850, 663
415, 879, 638
416, 904, 619
417, 941, 613
418, 967, 604
419, 992, 603
420, 998, 606
421, 1033, 603
422, 1053, 614
423, 1071, 622
424, 1069, 635
425, 1088, 647
426, 1073, 675
427, 1087, 685
428, 1088, 704
429, 1090, 715
430, 1090, 730
431, 1092, 757
432, 1105, 761
433, 1115, 764
434, 1122, 772
435, 1116, 793
436, 1124, 797
437, 1132, 798
438, 1131, 801
439, 1144, 798
440, 1162, 794
441, 1138, 814
442, 1150, 821
443, 1158, 829
444, 1156, 831
445, 1155, 843
446, 1153, 858
447, 1126, 880
448, 1114, 893
449, 1099, 918
450, 1087, 940
451, 1059, 962
452, 1054, 964
453, 1083, 946
454, 1075, 950
455, 1057, 948
456, 1067, 939
457, 1085, 935
458, 1083, 935
459, 1085, 920
460, 1077, 919
461, 1102, 905
462, 1123, 894
463, 1162, 881
464, 1184, 880
465, 1202, 874
466, 1219, 869
467, 1256, 851
468, 1296, 836
469, 1343, 822
470, 1383, 820
471, 1446, 814
472, 1496, 813
473, 1531, 819
474, 1607, 814
475, 1654, 818
476, 1708, 832
477, 1745, 859
478, 1787, 873
479, 1808, 905
480, 1847, 921
481, 1876, 952
482, 1906, 964
483, 1930, 985
484, 1951, 1011
485, 1943, 1054
486, 1946, 1090
487, 1942, 1135
488, 1936, 1181
489, 1903, 1241
490, 1865, 1286
491, 1816, 1356
492, 1772, 1402
493, 1689, 1456
494, 1617, 1501
495, 1527, 1562
496, 1462, 1581
497, 1397, 1593
498, 1344, 1588
499, 1281, 1579
500, 1222, 1578
501, 1157, 1581
502, 1098, 1562
503, 1061, 1531
504, 1022, 1493
505, 978, 1460
506, 935, 1422
507, 905, 1376
508, 876, 1332
509, 890, 1265
510, 900, 1209
511, 902, 1151
512, 886, 1111
513, 886, 1071
514, 913, 1021
515, 912, 988
516, 952, 945
517, 977, 906
518, 1000, 873
519, 1010, 851
520, 1028, 831
521, 1042, 810
522, 1052, 798
523, 1091, 776
524, 1098, 775
525, 1119, 774
526, 1127, 779
527, 1123, 780
528, 1129, 781
529, 1160, 773
530, 1166, 767
531, 1178, 766
532, 1208, 750
533, 1237, 739
534, 1284, 738
535, 1287, 759
536, 1287, 770
537, 1305, 776
538, 1312, 802
539, 1312, 821
540, 1305, 836
541, 1286, 857
542, 1240, 894
543, 1200, 923
544, 1192, 920
545, 1156, 941
546, 1107, 967
547, 1084, 980
548, 1065, 984
549, 1048, 984
550, 1052, 972
551, 1024, 976
552, 1008, 969
553, 1018, 951
554, 1015, 944
555, 1001, 936
556, 1005, 938
557, 1024, 926
558, 1030, 909
559, 1039, 900
560, 1060, 873
561, 1086, 855
562, 1096, 849
563, 1135, 831
564, 1162, 823
565, 1177, 818
566, 1216, 804
567, 1264, 795
568, 1315, 792
569, 1358, 790
